w,f,f_unc
3.00022581,0.04929249999999999,9.858499999999998e-05
3.00089081,0.04879879999999999,9.759759999999998e-05
3.00155581,0.04893182,9.786364e-05
3.00222081,0.04898972999999999,9.797945999999998e-05
3.00288581,0.04890269,9.780538e-05
3.00355081,0.048483479999999995,9.696695999999999e-05
3.00421581,0.048239630000000006,9.647926000000001e-05
3.00488081,0.04840941,9.681882e-05
3.00687581,0.04830459000000001,9.660918000000002e-05
3.00754081,0.04812617,9.625234000000001e-05
3.00820581,0.04803176,9.606352e-05
3.00887081,0.048143929999999995,9.628785999999999e-05
3.00953581,0.04885996,9.771992e-05
3.01020081,0.048565779999999996,9.713155999999999e-05
3.01086581,0.04824175000000001,9.648350000000001e-05
3.01153081,0.04811605,9.62321e-05
3.01219581,0.04806446999999998,9.612893999999996e-05
3.01286081,0.04838231,9.676462e-05
3.01352581,0.04830067000000001,9.660134000000003e-05
3.01419081,0.04831832,9.663663999999999e-05
3.01485581,0.04850197999999999,9.700395999999999e-05
3.01552081,0.048481579999999996,9.696316e-05
3.01618581,0.04808490000000001,9.616980000000001e-05
3.01685081,0.04772643999999999,9.545287999999997e-05
3.01751581,0.04736987,9.473974e-05
3.01818081,0.04709465,9.418930000000001e-05
3.01884581,0.04724302,9.448603999999999e-05
3.01951081,0.047565970000000006,9.513194000000002e-05
3.02017581,0.048492150000000005,9.698430000000001e-05
3.02084081,0.04957244999999999,9.914489999999998e-05
3.02150581,0.05096199999999999,0.000101924
3.02217081,0.05220750000000002,0.00010441500000000004
3.02283581,0.05179099000000001,0.00010358198000000002
3.02350081,0.05051912000000001,0.00010103824000000002
3.02416581,0.05001400000000001,0.00010002800000000003
3.02483081,0.04969082999999999,9.938165999999998e-05
3.02549581,0.049459449999999995,9.891889999999999e-05
3.02616081,0.04942078,9.884156e-05
3.02682581,0.04914415,9.82883e-05
3.02749081,0.04915531,9.831062e-05
3.02815581,0.04918621999999999,9.837243999999998e-05
3.02882081,0.048938090000000004,9.787618000000001e-05
3.02948581,0.048924870000000016,9.784974000000003e-05
3.03015081,0.04871817,9.743634e-05
3.03081581,0.04893995999999999,9.787991999999999e-05
3.03148081,0.04889147,9.778294e-05
3.03214581,0.04920183,9.840366e-05
3.03281081,0.049134040000000004,9.826808000000001e-05
3.03347581,0.04907901,9.815802e-05
3.03414081,0.04922148999999999,9.844297999999999e-05
3.03480581,0.04840168999999999,9.680337999999999e-05
3.03547081,0.04821083,9.642166000000001e-05
3.03613581,0.047537979999999994,9.507595999999999e-05
3.03680081,0.04718076,9.436152000000001e-05
3.03746581,0.04702419,9.404838e-05
3.03813081,0.047020809999999996,9.404161999999999e-05
3.03879581,0.04732703,9.465406e-05
3.03946081,0.04847213,9.694426e-05
3.04012581,0.049082759999999996,9.816551999999999e-05
3.04079081,0.049371080000000005,9.874216000000001e-05
3.04145581,0.04922158,9.844316e-05
3.04212081,0.04932467,9.864934000000001e-05
3.04278581,0.04949259999999999,9.898519999999999e-05
3.04345081,0.04952658,9.905316e-05
3.04411581,0.04913951,9.827902e-05
3.04478081,0.04887997,9.775994000000001e-05
3.04544581,0.04884070000000001,9.768140000000002e-05
3.04611081,0.04883388,9.766776000000001e-05
3.04677581,0.04840592,9.681184e-05
3.04744081,0.04797088,9.594176000000001e-05
3.04810581,0.04733827,9.467654000000001e-05
3.04877081,0.046997470000000006,9.399494000000002e-05
3.04943581,0.047242910000000006,9.448582000000002e-05
3.05010081,0.04770250999999999,9.540501999999999e-05
3.05076581,0.04873458,9.746916e-05
3.05143081,0.05044917000000001,0.00010089834000000002
3.05209581,0.053624649999999996,0.0001072493
3.05276081,0.05394393,0.00010788786
3.05342581,0.053196629999999995,0.00010639325999999999
3.05409081,0.05120009,0.00010240018
3.05475581,0.04920096,9.840192e-05
3.05542081,0.0479892,9.597840000000001e-05
3.05608581,0.04724110000000001,9.448220000000002e-05
3.05675081,0.047330380000000005,9.466076000000002e-05
3.05741581,0.04665559000000001,9.331118000000003e-05
3.05808081,0.046683470000000005,9.336694000000001e-05
3.05874581,0.04739752,9.479504e-05
3.05941081,0.04830591999999999,9.661183999999998e-05
3.06007581,0.048776799999999995,9.75536e-05
3.06074081,0.04913815999999999,9.827631999999999e-05
3.06140581,0.0497217,9.94434e-05
3.06207081,0.04942103,9.884206e-05
3.06273581,0.04964035,9.92807e-05
3.06340081,0.05009265,0.00010018530000000001
3.06406581,0.04994718,9.989436e-05
3.06473081,0.049822870000000005,9.964574000000001e-05
3.06539581,0.049768829999999986,9.953765999999997e-05
3.06606081,0.05013289,0.00010026578
3.06672581,0.05027227000000001,0.00010054454000000002
3.06739081,0.05080916,0.00010161832
3.06805581,0.050617340000000004,0.00010123468000000001
3.06872081,0.05068177999999999,0.00010136355999999998
3.06938581,0.050633159999999997,0.00010126632
3.07005081,0.05062831,0.00010125662000000001
3.07071581,0.05033612999999999,0.00010067225999999999
3.07138081,0.05017202,0.00010034404
3.07204581,0.05019655,0.0001003931
3.07271081,0.05017553000000001,0.00010035106000000002
3.07337581,0.050724380000000006,0.00010144876000000002
3.07404081,0.05075612,0.00010151224
3.07470581,0.050866190000000006,0.00010173238000000001
3.07537081,0.05146221,0.00010292442000000001
3.07603581,0.05195104999999999,0.00010390209999999999
3.07670081,0.05203379999999999,0.00010406759999999998
3.07736581,0.05197971999999999,0.00010395943999999999
3.07803081,0.051540749999999996,0.00010308149999999999
3.07869581,0.05103472999999999,0.00010206945999999999
3.07936081,0.05057855000000001,0.00010115710000000001
3.08002581,0.05018835999999999,0.00010037671999999997
3.08069081,0.05022335,0.0001004467
3.08135581,0.05010793000000001,0.00010021586000000002
3.08202081,0.05008309999999999,0.00010016619999999999
3.08268581,0.05032368999999999,0.00010064737999999999
3.08335081,0.05045125000000001,0.00010090250000000003
3.08401581,0.05056348,0.00010112696
3.08468081,0.049866749999999994,9.97335e-05
3.08534581,0.04984401,9.968802e-05
3.08601081,0.050662120000000005,0.00010132424000000001
3.08667581,0.05167590000000001,0.00010335180000000002
3.08734081,0.054042900000000005,0.00010808580000000001
3.08800581,0.05813875,0.0001162775
3.08867081,0.05945861,0.00011891722
3.08933581,0.05768924,0.00011537848000000001
3.09000081,0.05405516999999999,0.00010811033999999999
3.09066581,0.050892940000000005,0.00010178588000000001
3.09133081,0.049507239999999994,9.901447999999999e-05
3.09199581,0.04881474000000001,9.762948000000002e-05
3.09266081,0.049075850000000004,9.815170000000001e-05
3.09332581,0.049590270000000006,9.918054000000002e-05
3.09399081,0.04935976000000001,9.871952000000002e-05
3.09465581,0.0494147,9.88294e-05
3.09532081,0.04931479000000001,9.862958000000002e-05
3.09598581,0.049693379999999995,9.938676e-05
3.09665081,0.04895417999999999,9.790835999999998e-05
3.09731581,0.04882714,9.765428e-05
3.09798081,0.04840629000000001,9.681258000000002e-05
3.09864581,0.047997539999999984,9.599507999999997e-05
3.09931081,0.04852257000000001,9.704514000000001e-05
3.09997581,0.04839412,9.678824e-05
3.10064081,0.048684899999999996,9.73698e-05
3.10130581,0.04888703,9.777406e-05
3.10197081,0.04906409,9.812817999999999e-05
3.10263581,0.04908952999999999,9.817905999999999e-05
3.10330081,0.04938708,9.877416e-05
3.10396581,0.04980541,9.961082e-05
3.10463081,0.05023198999999999,0.00010046397999999998
3.10529581,0.05046036999999999,0.00010092073999999999
3.10596081,0.050608539999999994,0.00010121708
3.10662581,0.050856649999999996,0.0001017133
3.10729081,0.050129339999999994,0.00010025868
3.10795581,0.04978129,9.956258e-05
3.10862081,0.04951339999999999,9.902679999999999e-05
3.10928581,0.049536319999999995,9.907264e-05
3.10995081,0.04988133999999999,9.976267999999998e-05
3.11061581,0.05005971999999999,0.00010011943999999998
3.11128081,0.05019675999999999,0.00010039352
3.11194581,0.05070496000000001,0.00010140992000000001
3.11261081,0.05092447,0.00010184894
3.11327581,0.05050736000000001,0.00010101472000000002
3.11394081,0.05008786,0.00010017571999999999
3.11460581,0.049558490000000004,9.911698e-05
3.11527081,0.049216479999999986,9.843295999999997e-05
3.11593581,0.049305480000000006,9.861096000000002e-05
3.11660081,0.04959819,9.919638e-05
3.11726581,0.04973243,9.946486e-05
3.11793081,0.050026270000000005,0.00010005254000000001
3.11859581,0.05005896,0.00010011792
3.11926081,0.049950930000000004,9.990186000000001e-05
3.11992581,0.049758430000000006,9.951686000000002e-05
3.12059081,0.049683469999999993,9.936694e-05
3.12125581,0.049345639999999996,9.869128e-05
3.12192081,0.04935956999999999,9.871913999999998e-05
3.12258581,0.04950143000000002,9.900286000000005e-05
3.12325081,0.05070007,0.00010140014000000001
3.12391581,0.049805119999999994,9.961023999999999e-05
3.12458081,0.04964293999999999,9.928587999999998e-05
3.12524581,0.05014114,0.00010028228
3.12591081,0.05020018,0.00010040036
3.12657581,0.05036328999999999,0.00010072657999999998
3.12724081,0.050572280000000004,0.00010114456
3.12790581,0.050377699999999984,0.00010075539999999997
3.12857081,0.050338860000000006,0.00010067772000000001
3.12923581,0.050326229999999986,0.00010065245999999998
3.12990081,0.050444710000000004,0.00010088942
3.13056581,0.050527329999999995,0.00010105465999999999
3.13123081,0.05059196,0.00010118392
3.13189581,0.05014461,0.00010028922
3.13256081,0.05022117,0.00010044234000000001
3.13322581,0.049775269999999996,9.955053999999999e-05
3.13389081,0.049848420000000004,9.969684000000001e-05
3.13455581,0.048881900000000006,9.776380000000001e-05
3.13522081,0.048983250000000006,9.796650000000001e-05
3.13588581,0.04866789999999999,9.733579999999999e-05
3.13655081,0.049131539999999994,9.826308e-05
3.13721581,0.04946132,9.892264e-05
3.13788081,0.050039679999999996,0.00010007936
3.13854581,0.050261059999999996,0.00010052211999999999
3.13921081,0.05009758,0.00010019516000000001
3.13987581,0.0499549,9.990980000000001e-05
3.14054081,0.04955032,9.910064e-05
3.14120581,0.0494083,9.881660000000001e-05
3.14187081,0.049613790000000005,9.922758000000002e-05
3.14253581,0.04962052000000001,9.924104000000002e-05
3.14320081,0.04990685999999998,9.981371999999997e-05
3.14386581,0.049895390000000005,9.979078e-05
3.14453081,0.049891190000000016,9.978238000000003e-05
3.14519581,0.0500308,0.0001000616
3.14586081,0.0500398,0.0001000796
3.14652581,0.04990191000000001,9.980382000000002e-05
3.14719081,0.049725099999999994,9.945019999999999e-05
3.14785581,0.04990390999999999,9.980781999999998e-05
3.14852081,0.05043948,0.00010087896
3.14918581,0.05089717000000001,0.00010179434000000003
3.14985081,0.050912410000000005,0.00010182482000000001
3.15051581,0.05122522000000001,0.00010245044000000001
3.15118081,0.05141506,0.00010283012
3.15184581,0.05168928999999999,0.00010337857999999998
3.15251081,0.05125215999999999,0.00010250431999999999
3.15317581,0.051267679999999996,0.00010253535999999999
3.15384081,0.05109477,0.00010218954
3.15450581,0.051229039999999997,0.00010245807999999999
3.15517081,0.05060734999999999,0.00010121469999999998
3.15583581,0.05023612,0.00010047224000000001
3.15650081,0.05014942000000001,0.00010029884000000001
3.15716581,0.05001830999999999,0.00010003661999999998
3.15783081,0.05012401000000001,0.00010024802000000002
3.15849581,0.05049189,0.00010098377999999999
3.15916081,0.050828370000000005,0.00010165674000000001
3.15982581,0.05091931,0.00010183862000000001
3.16049081,0.05108847999999999,0.00010217695999999999
3.16115581,0.05077873,0.00010155746000000001
3.16182081,0.050945510000000006,0.00010189102000000002
3.16248581,0.05074471,0.00010148941999999999
3.16315081,0.05065797,0.00010131594
3.16381581,0.0507796,0.00010155920000000001
3.16448081,0.0507121,0.00010142420000000001
3.16514581,0.050580429999999996,0.00010116085999999999
3.16581081,0.05008432,0.00010016864000000001
3.16647581,0.050188710000000004,0.00010037742000000001
3.16714081,0.050359390000000004,0.00010071878000000001
3.16780581,0.05064848000000001,0.00010129696000000003
3.16847081,0.05056477999999999,0.00010112955999999999
3.16913581,0.05078971000000001,0.00010157942000000001
3.16980081,0.050610100000000005,0.00010122020000000001
3.17046581,0.05052488000000001,0.00010104976000000001
3.17113081,0.05034157,0.00010068314000000001
3.17179581,0.05088884000000001,0.00010177768000000002
3.17246081,0.051119660000000004,0.00010223932000000002
3.17312581,0.05147827,0.00010295654
3.17379081,0.051553249999999995,0.00010310649999999999
3.17445581,0.051287820000000005,0.00010257564000000002
3.17512081,0.05155493,0.00010310986
3.17578581,0.05167997999999999,0.00010335995999999998
3.17645081,0.051279319999999996,0.00010255864
3.17711581,0.05167749,0.00010335498
3.17778081,0.05187222000000001,0.00010374444000000002
3.17844581,0.051912889999999996,0.00010382577999999999
3.17911081,0.05152346,0.00010304692
3.17977581,0.051274480000000004,0.00010254896000000001
3.18044081,0.05055136999999999,0.00010110273999999998
3.18110581,0.05049731,0.00010099461999999999
3.18177081,0.049744170000000004,9.948834000000002e-05
3.18243581,0.04976441,9.952882e-05
3.18310081,0.050018320000000005,0.00010003664
3.18376581,0.05045736,0.00010091472
3.18443081,0.05126619,0.00010253238000000001
3.18509581,0.05081356999999999,0.00010162713999999998
3.18576081,0.050367169999999996,0.00010073434
3.18642581,0.050303610000000006,0.00010060722000000001
3.18709081,0.05027973,0.00010055946
3.18775581,0.05033498,0.00010066996000000001
3.18842081,0.05053146,0.00010106292
3.18908581,0.05131854000000001,0.00010263708000000002
3.18975081,0.05143142,0.00010286284
3.19041581,0.051714279999999994,0.00010342855999999998
3.19108081,0.052023450000000006,0.00010404690000000001
3.19174581,0.05144593999999999,0.00010289187999999998
3.19241081,0.05151828,0.00010303656
3.19307581,0.05142345999999999,0.00010284691999999998
3.19374081,0.051308909999999985,0.00010261781999999997
3.19440581,0.05114216999999999,0.00010228433999999998
3.19507081,0.051969869999999994,0.00010393973999999999
3.19573581,0.05201034000000001,0.00010402068000000002
3.19640081,0.05184721,0.00010369442
3.19706581,0.05209845000000001,0.00010419690000000003
3.19773081,0.052008330000000005,0.00010401666000000001
3.19839581,0.0518744,0.0001037488
3.19906081,0.05145295,0.0001029059
3.19972581,0.05171198999999999,0.00010342397999999999
3.20039081,0.05145998,0.00010291996000000001
3.20105581,0.05169075999999999,0.00010338151999999997
3.20172081,0.05182538000000001,0.00010365076000000002
3.20238581,0.05198651000000001,0.00010397302000000002
3.20305081,0.05230801,0.00010461602
3.20371581,0.052265919999999993,0.00010453183999999998
3.20438081,0.05204680999999999,0.00010409361999999998
3.20504581,0.0521785,0.000104357
3.20571081,0.05226094,0.00010452188
3.20637581,0.051877770000000004,0.00010375554000000001
3.20704081,0.05197161,0.00010394322
3.20770581,0.0515859,0.0001031718
3.20837081,0.05172494999999999,0.00010344989999999999
3.20903581,0.05188361999999999,0.00010376723999999999
3.20970081,0.05193844999999999,0.00010387689999999999
3.21036581,0.05205062,0.00010410124
3.21103081,0.05219388,0.00010438776
3.21169581,0.05289062,0.00010578124
3.21236081,0.052506519999999994,0.00010501304
3.21302581,0.05240196,0.00010480392
3.21369081,0.05314759,0.00010629518000000001
3.21435581,0.05368659,0.00010737318
3.21502081,0.05400165999999999,0.00010800331999999998
3.21568581,0.05389295999999999,0.00010778591999999998
3.21635081,0.05332390000000002,0.00010664780000000004
3.21701581,0.05293484999999999,0.00010586969999999998
3.21768081,0.052591120000000005,0.00010518224000000001
3.21834581,0.05286184000000001,0.00010572368000000001
3.21901081,0.05247911000000001,0.00010495822000000002
3.21967581,0.05274563,0.00010549126
3.22034081,0.05271847999999999,0.00010543695999999998
3.22100581,0.05237871,0.00010475742
3.22167081,0.05227826,0.00010455652
3.22233581,0.05287757,0.00010575514
3.22300081,0.05279746,0.00010559492
3.22366581,0.05261865,0.0001052373
3.22433081,0.052260730000000005,0.00010452146000000002
3.22499581,0.05244201000000001,0.00010488402000000002
3.22566081,0.05280348,0.00010560696
3.22632581,0.0528671,0.0001057342
3.22699081,0.05311556,0.00010623112
3.22765581,0.053338870000000004,0.00010667774
3.22832081,0.053102359999999994,0.00010620471999999998
3.22898581,0.05275270999999999,0.00010550541999999998
3.22965081,0.05202895,0.00010405789999999999
3.23031581,0.0520371,0.00010407420000000001
3.23098081,0.052137010000000004,0.00010427402000000001
3.23164581,0.051917250000000005,0.00010383450000000002
3.23231081,0.05238347,0.00010476694
3.23297581,0.052891709999999995,0.00010578341999999999
3.23364081,0.05265828999999999,0.00010531657999999998
3.23430581,0.052413039999999994,0.00010482608
3.23497081,0.05243522,0.00010487044
3.23563581,0.052648230000000004,0.00010529646000000001
3.23630081,0.05306981000000001,0.00010613962000000002
3.23696581,0.053268800000000005,0.00010653760000000001
3.23763081,0.053830880000000005,0.00010766176000000001
3.23829581,0.05380964000000001,0.00010761928000000003
3.23896081,0.05416263,0.00010832526000000001
3.23962581,0.05441838,0.00010883676000000001
3.24029081,0.054300009999999996,0.00010860002
3.24095581,0.05475625,0.0001095125
3.24162081,0.055074580000000005,0.00011014916000000002
3.24228581,0.05505593,0.00011011186000000001
3.24295081,0.054486869999999986,0.00010897373999999997
3.24361581,0.053745900000000006,0.00010749180000000002
3.24428081,0.05336359,0.00010672718000000001
3.24494581,0.05329857999999999,0.00010659715999999998
3.24561081,0.053228790000000005,0.00010645758000000001
3.24627581,0.053697879999999996,0.00010739576
3.24694081,0.05392885,0.0001078577
3.24760581,0.05392811,0.00010785622000000001
3.24827081,0.05386609,0.00010773218
3.24893581,0.05379867,0.00010759734
3.24960081,0.05391607,0.00010783214
3.25026581,0.053739970000000005,0.00010747994000000002
3.25093081,0.0536863,0.0001073726
3.25159581,0.05372226999999998,0.00010744453999999997
3.25226081,0.053590610000000004,0.00010718122
3.25292581,0.05373083,0.00010746166
3.25359081,0.05383767999999999,0.00010767535999999999
3.25425581,0.054110019999999995,0.00010822004
3.25492081,0.054486039999999986,0.00010897207999999998
3.25558581,0.05476379,0.00010952758
3.25625081,0.05516075999999999,0.00011032151999999999
3.25691581,0.05543031,0.00011086062000000001
3.25758081,0.05551516,0.00011103032000000001
3.25824581,0.056030269999999986,0.00011206053999999998
3.25891081,0.055669510000000005,0.00011133902000000001
3.25957581,0.05573096,0.00011146192
3.26024081,0.055626880000000004,0.00011125376000000001
3.26090581,0.0558892,0.0001117784
3.26157081,0.05569664,0.00011139328
3.26223581,0.05564497000000001,0.00011128994000000002
3.26290081,0.0558331,0.0001116662
3.26356581,0.05593142,0.00011186284000000001
3.26423081,0.055896680000000004,0.00011179336000000002
3.26489581,0.05583747000000001,0.00011167494000000001
3.26556081,0.05591594999999999,0.00011183189999999999
3.26622581,0.056177529999999996,0.00011235506
3.26689081,0.05596128000000001,0.00011192256000000002
3.26755581,0.05626887,0.00011253774
3.26822081,0.056118390000000004,0.00011223678000000001
3.26888581,0.056018420000000006,0.00011203684000000001
3.26955081,0.056347609999999985,0.00011269521999999998
3.27021581,0.056123200000000005,0.00011224640000000001
3.27088081,0.05606537000000001,0.00011213074000000002
