w,f,f_unc
3.0002935917412783,0.0014665631823676,2.968246031341998e-05
3.00068175091452,0.0014765189958735,3.0366258585132748e-05
3.001069910087761,0.0015120529946139,3.13991236004628e-05
3.0014580692610027,0.0015560111035892,3.168992958847249e-05
3.0018462284342444,0.001581517965854,3.1232716267319296e-05
3.0022343876074857,0.0016371349429144,3.254322932582254e-05
3.002622546780727,0.0016917900968821,3.212598055804915e-05
3.003010705953969,0.001818800325467,3.265942761244315e-05
3.00339886512721,0.0019625723975366,3.400791960585745e-05
3.003787024300452,0.002018199037791,3.329341647919787e-05
3.004175183473693,0.0018944593219546,3.270414695596993e-05
3.004563342646935,0.0017007407719857,3.156025726066739e-05
3.004951501820176,0.0015959127479474,3.1366032061629594e-05
3.005339660993418,0.0015575190238808,3.090061046017674e-05
3.0057278201666597,0.0015568978622518,3.100381988125696e-05
3.006115979339901,0.00155026637542,3.0414040872688884e-05
3.0065041385131424,0.0015207847781934,3.0670161356761065e-05
3.006892297686384,0.0015034896717464,3.0096822582151948e-05
3.0072804568596254,0.0014654490015026,3.0944960894156805e-05
3.007668616032867,0.0014357478044877,3.0236097190747813e-05
3.0080567752061085,0.0014247446966349,3.059647898899665e-05
3.0084449343793502,0.0014419526564014,3.0459955784424893e-05
3.0088330935525915,0.0014875759293234,3.0468065371416075e-05
3.009221252725833,0.0014881313910061,3.128304560376716e-05
3.0096094118990746,0.0014977354786647,3.139910189355459e-05
3.009997571072316,0.0015263580494065,3.056599288821946e-05
3.0103857302455577,0.0015626583272627,3.144879854177744e-05
3.010773889418799,0.0015521172512587,3.011677148420061e-05
3.0111620485920407,0.0015693418115348,3.073098047467985e-05
3.011550207765282,0.0015919201739842,3.050954188836544e-05
3.011938366938524,0.0015938766038447,3.067815334519028e-05
3.012326526111765,0.0015975253577886,3.1496673968205366e-05
3.012714685285007,0.0016100003215064,3.1605516095540544e-05
3.013102844458248,0.0015975567281237,3.151805619534092e-05
3.01349100363149,0.0016228222604929,3.1878294947417485e-05
3.0138791628047312,0.001608910609438,3.178341579546529e-05
3.014267321977973,0.00159829124526,3.266626043652442e-05
3.0146554811512143,0.0015980298350981,3.300684528506979e-05
3.015043640324456,0.0015759143863352,3.307342431005452e-05
3.0154317994976974,0.0015734182057642,3.257488264916384e-05
3.015819958670939,0.0015704337392429,3.2246004218833734e-05
3.0162081178441804,0.0015658783718086,3.223512669194672e-05
3.016596277017422,0.0015819350961843,3.2667763165249004e-05
3.0169844361906635,0.0015811250988579,3.086122330903537e-05
3.017372595363905,0.0016149896617042,3.111970544686964e-05
3.0177607545371465,0.0016297687861445,3.231827495234106e-05
3.0181489137103883,0.0016242376707242,3.101605038409684e-05
3.0185370728836296,0.0016586210309776,3.2409578600724184e-05
3.018925232056872,0.0016476848118738,3.294271358779407e-05
3.0193133912301127,0.0016202867854418,3.122345516796701e-05
3.0197015504033544,0.001598218420206,3.063362932658587e-05
3.020089709576596,0.0016020221975905,3.078038115247918e-05
3.020477868749837,0.0016142019318551,3.117842429971452e-05
3.020866027923079,0.0015995071320074,3.1585478576969995e-05
3.0212541870963205,0.0015767428291174,3.12240024233648e-05
3.021642346269562,0.0015531763192235,3.145802127602642e-05
3.022030505442804,0.0015559725639834,3.137319394238515e-05
3.022418664616045,0.001575337907247,3.051643755100349e-05
3.0228068237892867,0.0015773105963753,3.071270085924151e-05
3.023194982962528,0.0015802166398254,3.141594658746611e-05
3.0235831421357697,0.0015754986813973,3.130422124453777e-05
3.023971301309011,0.0015942950016542,3.222096660025487e-05
3.024359460482253,0.0015981644495328,3.276287333422627e-05
3.024747619655494,0.0016120169119916,3.317546551492425e-05
3.025135778828736,0.0016087123802874,3.158893789795408e-05
3.025523938001977,0.0016027648585176,3.0381350475294368e-05
3.025912097175219,0.0016026616101076,3.093139200529724e-05
3.02630025634846,0.001575060610333,3.1896235344622446e-05
3.026688415521702,0.0015766310105144,3.2180816899964435e-05
3.0270765746949437,0.0015870278989652,3.146722127125232e-05
3.027464733868185,0.0015867194128444,3.18289422314867e-05
3.0278528930414264,0.001581145918017,3.2384057918764606e-05
3.028241052214668,0.0015996674296294,3.3450258483244865e-05
3.028629211387909,0.0016106587708844,3.310707230078515e-05
3.029017370561151,0.0016230957769645,3.2285366387487305e-05
3.029405529734393,0.0016299493872005,3.1819694136535667e-05
3.0297936889076342,0.0016243403360208,3.255518142970054e-05
3.0301818480808755,0.0016300499539326,3.171464497723629e-05
3.0305700072541173,0.001601518887596,3.210080141877689e-05
3.030958166427359,0.0015853383400343,3.227221353207297e-05
3.0313463256006004,0.001611801723556,3.190230047373292e-05
3.0317344847738417,0.0015723839140069,3.135791822745754e-05
3.0321226439470834,0.0016269639634868,3.2383210895374696e-05
3.032510803120325,0.0016378498547105,3.2901940772525856e-05
3.0328989622935665,0.0016309619476503,3.284240005591795e-05
3.033287121466808,0.0016182408141104,3.2409926198535043e-05
3.033675280640049,0.0016203172966443,3.182169572861121e-05
3.0340634398132917,0.0016152453009345,3.3059942477973706e-05
3.0344515989865326,0.00162972559436,3.3840673984555064e-05
3.034839758159774,0.0016013406988719,3.283857111767369e-05
3.035227917333016,0.001615266861394,3.273184268810748e-05
3.0356160765062574,0.0016163236935089,3.191677333489822e-05
3.0360042356794987,0.0016137678470594,3.2108921221082285e-05
3.03639239485274,0.0016222953590097,3.553211149876899e-05
3.036780554025982,0.0016536165084815,3.531536683733241e-05
3.037168713199223,0.0016976997361792,3.387323822601261e-05
3.0375568723724644,0.0017340194262585,3.234906676055789e-05
3.037945031545706,0.0017908110763819,3.388280986617895e-05
3.0383331907189475,0.0019004257369668,3.5099662550348654e-05
3.038721349892189,0.0020052457570046,3.643067804712441e-05
3.0391095090654305,0.0020518711991208,3.514202393016891e-05
3.039497668238672,0.0019917873441133,3.4805093651943286e-05
3.0398858274119136,0.0018273667538975,4.466110079984827e-05
3.040273986585156,0.0017247782207218,5.274416385511915e-05
3.0406621457583967,0.0016294791731048,4.708473732231852e-05
3.041050304931638,0.0015255759751846,4.536857054442496e-05
3.04143846410488,0.0015543658468613,3.141947625660329e-05
3.041826623278121,0.0015265833450472,3.1354501364908965e-05
3.042214782451363,0.0015517147240327,3.156395756068799e-05
3.042602941624604,0.0015826707212013,3.218011031844921e-05
