Wavelength,Species,Transition,A-coeff. (/s),E_u (K),Comments,Ref
10.232949,OH,"v=0,J=65/2,p=-,F=F1->v=0,J=63/2,p=+,F=F1",413.8,26745.2,,OTHERS
10.246319187,H2,"v=12,J= 9->v=11,J= 9",1.796e-08,51586.8,,MEUDON
10.247312,OH,"v=1,J=73/2,p=-,F=F2->v=1,J=71/2,p=+,F=F2",410.7,34962.8,,OTHERS
10.249474,OH,"v=1,J=71/2,p=-,F=F1->v=1,J=69/2,p=+,F=F1",410.3,34982.7,,OTHERS
10.254661,OH,"v=1,J=73/2,p=+,F=F2->v=1,J=71/2,p=-,F=F2",409.9,34918.6,,OTHERS
10.256374,OH,"v=1,J=71/2,p=+,F=F1->v=1,J=69/2,p=-,F=F1",409.5,34947.0,,OTHERS
10.25710452,He I,3Fo-3D      3 - 2,702.5,284778.0,Mult  6,CLOUDY
10.25710469,He I,3Fo-3D      3 - 3,62.72,284778.0,Mult  6,CLOUDY
10.25710903,He I,3Fo-3D      4 - 3,725.8,284778.0,Mult  6,CLOUDY
10.25711428,He I,3Fo-3D      2 - 1,790.3,284778.0,Mult  6,CLOUDY
10.25711681,He I,3Fo-3D      2 - 2,87.82,284778.0,Mult  6,CLOUDY
10.25711699,He I,3Fo-3D      2 - 3,1.792,284778.0,Mult  6,CLOUDY
10.2573275,H I,10-30,69.44,157627.8,,CLOUDY
10.261271,H I,9-17,1598.0,157257.1,,CLOUDY
10.338337477,H2,"v= 8,J= 8->v= 8,J= 6",1.827e-08,42087.1,,MEUDON
10.3480731,H I,10-29,82.95,157615.5,,CLOUDY
10.378571,OH,"v=1,J=71/2,p=+,F=F2->v=1,J=69/2,p=-,F=F2",395.2,33558.8,,OTHERS
10.381028,OH,"v=1,J=69/2,p=+,F=F1->v=1,J=67/2,p=-,F=F1",394.5,33578.9,,OTHERS
10.386821,OH,"v=1,J=71/2,p=-,F=F2->v=1,J=69/2,p=+,F=F2",394.2,33515.6,,OTHERS
10.3887,OH,"v=1,J=69/2,p=-,F=F1->v=1,J=67/2,p=+,F=F1",393.6,33544.2,,OTHERS
10.398686,OH,"v=0,J=65/2,p=-,F=F2->v=0,J=63/2,p=+,F=F2",395.0,25352.3,,OTHERS
10.401911,OH,"v=0,J=63/2,p=-,F=F1->v=0,J=61/2,p=+,F=F1",392.8,25372.8,,OTHERS
10.409856,OH,"v=0,J=65/2,p=+,F=F2->v=0,J=63/2,p=-,F=F2",393.8,25310.0,,OTHERS
10.412038,OH,"v=0,J=63/2,p=+,F=F1->v=0,J=61/2,p=-,F=F1",391.6,25339.2,,OTHERS
10.428809277,H2,"v=10,J=13->v=10,J=11",8.035e-09,50920.5,,MEUDON
10.4506105,H I,10-28,99.77,157601.8,,CLOUDY
10.499175824,He I,1I-1Ko     6 - 7,23330.0,284228.2,,CLOUDY
10.503499,H I,8-12,12870.0,156707.3,,CLOUDY
10.506633161,H2,"v= 9,J= 9->v= 9,J= 7",1.544e-08,45761.5,,MEUDON
10.51049,[S IV],2Po-2Po   1/2 - 3/2,0.0073,1368.9,,CLOUDY
10.51272422,H2,"v= 4,J=12->v= 3,J=14",4.935e-09,31465.2,,MEUDON
10.525418,OH,"v=1,J=69/2,p=-,F=F2->v=1,J=67/2,p=+,F=F2",378.6,32172.5,,OTHERS
10.528204,OH,"v=1,J=67/2,p=-,F=F1->v=1,J=65/2,p=+,F=F1",377.8,32193.0,,OTHERS
10.532471498,H2,"v=10,J=12->v=10,J=10",9.222e-09,50230.5,,MEUDON
10.534578,OH,"v=1,J=69/2,p=+,F=F2->v=1,J=67/2,p=-,F=F2",377.6,32130.4,,OTHERS
10.536656,OH,"v=1,J=67/2,p=+,F=F1->v=1,J=65/2,p=-,F=F1",376.8,32159.2,,OTHERS
10.542039408,H2,"v=10,J=14->v=10,J=12",5.91e-09,51595.3,,MEUDON
10.5671672,H I,10-27,120.9,157586.6,,CLOUDY
10.594733,OH,"v=0,J=63/2,p=+,F=F2->v=0,J=61/2,p=-,F=F2",372.4,23968.7,,OTHERS
10.598385,OH,"v=0,J=61/2,p=+,F=F1->v=0,J=59/2,p=-,F=F1",370.2,23989.6,,OTHERS
10.606807,OH,"v=0,J=63/2,p=-,F=F2->v=0,J=61/2,p=+,F=F2",371.2,23927.9,,OTHERS
10.609289,OH,"v=0,J=61/2,p=-,F=F1->v=0,J=59/2,p=+,F=F1",369.1,23957.4,,OTHERS
10.635581273,H2,"v= 7,J= 7->v= 7,J= 5",1.579e-08,37941.0,,MEUDON
10.647513601,H2,"v=13,J= 4->v=12,J= 4",3.746e-09,51283.0,,MEUDON
10.651921011,H2,"v= 5,J= 6->v= 5,J= 4",1.345e-08,29228.5,,MEUDON
10.6822,[Ni II],4F-4F    9/2 - 7/2,0.0271,13423.8,,CLOUDY
10.688848,OH,"v=1,J=67/2,p=+,F=F2->v=1,J=65/2,p=-,F=F2",361.1,30805.6,,OTHERS
10.692004,OH,"v=1,J=65/2,p=+,F=F1->v=1,J=63/2,p=-,F=F1",360.2,30826.4,,OTHERS
10.696155277,He I,1I-1Ko     6 - 7,1094.0,285090.9,,CLOUDY
10.698933,OH,"v=1,J=67/2,p=-,F=F2->v=1,J=65/2,p=+,F=F2",360.1,30764.6,,OTHERS
10.7005453,H I,10-26,147.7,157569.7,,CLOUDY
10.701248,OH,"v=1,J=65/2,p=-,F=F1->v=1,J=63/2,p=+,F=F1",359.2,30793.7,,OTHERS
10.70527458,H2,"v=11,J= 5->v=10,J= 7",2.138e-09,48365.2,,MEUDON
10.731876133,H2,"v=12,J= 3->v=11,J= 5",5.573e-10,49705.9,,MEUDON
10.735428547,H2,"v= 2,J= 5->v= 2,J= 3",8.38e-09,13890.2,,MEUDON
10.799161959,He I,1I-1Ko     6 - 7,6786.0,284707.8,,CLOUDY
10.803602,H I,9-16,2268.0,157186.7,,CLOUDY
10.809685785,H2,"v=13,J= 0->v=12,J= 2",2.096e-10,50862.7,,MEUDON
10.810402,OH,"v=0,J=61/2,p=-,F=F2->v=0,J=59/2,p=+,F=F2",349.6,22610.6,,OTHERS
10.814547,OH,"v=0,J=59/2,p=-,F=F1->v=0,J=57/2,p=+,F=F1",347.4,22632.1,,OTHERS
10.823413,OH,"v=0,J=61/2,p=+,F=F2->v=0,J=59/2,p=-,F=F2",348.3,22571.4,,OTHERS
10.826254,OH,"v=0,J=59/2,p=+,F=F1->v=0,J=57/2,p=-,F=F1",346.3,22601.2,,OTHERS
10.831081478,H2,"v=10,J=11->v=10,J= 9",9.26e-09,49540.9,,MEUDON
10.845994196,H2,"v= 8,J= 9->v= 7,J=11",5.506e-09,42884.2,,MEUDON
10.849856391,He I,3I-3Ko     6 - 6,29.49,285071.9,Mult  6,CLOUDY
10.849856559,He I,3I-3Ko     6 - 7,1227.0,285071.9,Mult  6,CLOUDY
10.849858253,He I,3I-3Ko     7 - 6,0.1513,285071.9,Mult  6,CLOUDY
10.849858334,He I,3I-3Ko     7 - 8,1253.0,285071.9,Mult  6,CLOUDY
10.849858421,He I,3I-3Ko     7 - 7,25.56,285071.9,Mult  6,CLOUDY
10.84985995,He I,3I-3Ko     5 - 6,1223.0,285071.9,Mult  6,CLOUDY
10.8543148,H I,10-25,182.1,157550.6,,CLOUDY
10.870022,OH,"v=1,J=65/2,p=-,F=F2->v=1,J=63/2,p=+,F=F2",342.9,29459.5,,OTHERS
10.873598,OH,"v=1,J=63/2,p=-,F=F1->v=1,J=61/2,p=+,F=F1",341.9,29480.8,,OTHERS
10.881054,OH,"v=1,J=65/2,p=+,F=F2->v=1,J=63/2,p=-,F=F2",341.9,29419.8,,OTHERS
10.88214234,He I,3S-3Po     1 - 1,228000.0,275118.3,Mult  2,CLOUDY
10.88224887,He I,3S-3Po     1 - 2,228000.0,275118.3,Mult  2,CLOUDY
10.88365,OH,"v=1,J=63/2,p=+,F=F1->v=1,J=61/2,p=-,F=F1",340.9,29449.3,,OTHERS
10.943523368,H2,"v= 7,J=10->v= 6,J=12",5.53e-09,40559.2,,MEUDON
10.950133635,H2,"v= 1,J=14->v= 0,J=16",1.07e-09,20717.3,,MEUDON
10.976380962,H2,"v= 9,J= 8->v= 8,J=10",4.529e-09,45049.2,,MEUDON
11.0023,[Ni III],3F-3F      3 - 2,0.027,3265.4,,HII
11.028564341,He I,1I-1Ko     6 - 7,1444.0,285050.4,,CLOUDY
11.0330917,H I,10-24,226.8,157529.1,,CLOUDY
11.04746,OH,"v=0,J=59/2,p=+,F=F2->v=0,J=57/2,p=-,F=F2",326.5,21279.7,,OTHERS
11.05218,OH,"v=0,J=57/2,p=+,F=F1->v=0,J=55/2,p=-,F=F1",324.5,21301.7,,OTHERS
11.06145,OH,"v=0,J=59/2,p=-,F=F2->v=0,J=57/2,p=+,F=F2",325.3,21242.1,,OTHERS
11.064719,OH,"v=0,J=57/2,p=-,F=F1->v=0,J=55/2,p=+,F=F1",323.4,21272.3,,OTHERS
11.070292,OH,"v=1,J=63/2,p=+,F=F2->v=1,J=61/2,p=-,F=F2",324.2,28135.9,,OTHERS
11.074347,OH,"v=1,J=61/2,p=+,F=F1->v=1,J=59/2,p=-,F=F1",323.1,28157.6,,OTHERS
11.082294,OH,"v=1,J=63/2,p=-,F=F2->v=1,J=61/2,p=+,F=F2",323.1,28097.6,,OTHERS
11.085228,OH,"v=1,J=61/2,p=-,F=F1->v=1,J=59/2,p=+,F=F1",322.1,28127.3,,OTHERS
11.151156935,H2,"v= 3,J=13->v= 2,J=15",2.918e-09,28555.2,,MEUDON
11.23,PAH,,,,FWHM = 0,OTHERS
11.230723407,H2,"v= 6,J=11->v= 5,J=13",4.763e-09,38099.6,,MEUDON
11.238330718,He I,1I-1Ko     6 - 7,1677.0,285026.0,,CLOUDY
11.2429448,H I,10-23,285.5,157504.8,,CLOUDY
11.291221,OH,"v=1,J=61/2,p=-,F=F2->v=1,J=59/2,p=+,F=F2",305.0,26836.2,,OTHERS
11.29583,OH,"v=1,J=59/2,p=-,F=F1->v=1,J=57/2,p=+,F=F1",303.9,26858.4,,OTHERS
11.304025872,44    He I,1I-1Ko     6 - 7,103500.0,283375.5,,CLOUDY
11.304226,OH,"v=1,J=61/2,p=+,F=F2->v=1,J=59/2,p=-,F=F2",304.0,26799.3,,OTHERS
11.307562,OH,"v=1,J=59/2,p=+,F=F1->v=1,J=57/2,p=-,F=F1",302.9,26829.4,,OTHERS
11.307951,OH,"v=0,J=57/2,p=-,F=F2->v=0,J=55/2,p=+,F=F2",303.6,19977.4,,OTHERS
11.308695,H I,7-9,82370.0,155854.9,,CLOUDY
11.313345,OH,"v=0,J=55/2,p=-,F=F1->v=0,J=53/2,p=+,F=F1",301.6,19999.9,,OTHERS
11.322964,OH,"v=0,J=57/2,p=+,F=F2->v=0,J=55/2,p=-,F=F2",302.4,19941.4,,OTHERS
11.326747,OH,"v=0,J=55/2,p=+,F=F1->v=0,J=53/2,p=-,F=F1",300.6,19971.9,,OTHERS
11.33,PAH,,,,FWHM = 0,OTHERS
11.334101832,H2,"v=10,J=10->v=10,J= 8",8.26e-09,48864.5,,MEUDON
11.342150413,H2,"v=13,J= 5->v=12,J= 5",4.264e-09,51472.1,,MEUDON
11.348337335,H2,"v= 3,J= 5->v= 3,J= 3",7.395e-09,19085.8,,MEUDON
11.37144229,He I,3Po-3S      2 - 1,1306.0,284989.3,Mult  3,CLOUDY
11.37144935,He I,3Po-3S      1 - 1,783.5,284989.3,Mult  3,CLOUDY
11.37153616,He I,3Po-3S      0 - 1,261.2,284989.3,Mult  3,CLOUDY
11.403785061,H2,"v= 6,J= 6->v= 6,J= 4",1.04e-08,33393.7,,MEUDON
11.421216061,H2,"v=10,J= 7->v= 9,J= 9",2.861e-09,47021.3,,MEUDON
11.431,N I,4Do-4F    7/2 - 9/2,505800.0,164373.3,,HII
11.487288802,He I,1I-1Ko     6 - 7,1966.0,284998.3,,CLOUDY
11.4920057,H I,10-22,363.9,157477.1,,CLOUDY
11.500252886,H2,"v= 9,J= 8->v= 9,J= 6",1.021e-08,45049.2,,MEUDON
11.534622,OH,"v=1,J=59/2,p=+,F=F2->v=1,J=57/2,p=-,F=F2",285.6,25562.0,,OTHERS
11.53477637,He I,1I-1Ho     6 - 5,119.7,284622.8,,CLOUDY
11.539491,H I,9-15,3325.0,157101.8,,CLOUDY
11.539873,OH,"v=1,J=57/2,p=+,F=F1->v=1,J=55/2,p=-,F=F1",284.5,25584.7,,OTHERS
11.548667,OH,"v=1,J=59/2,p=-,F=F2->v=1,J=57/2,p=+,F=F2",284.6,25526.5,,OTHERS
11.552484,OH,"v=1,J=57/2,p=-,F=F1->v=1,J=55/2,p=+,F=F1",283.5,25557.0,,OTHERS
11.5934502,H I,11-50,4.62,157740.0,,CLOUDY
11.594235,OH,"v=0,J=55/2,p=+,F=F2->v=0,J=53/2,p=-,F=F2",280.7,18705.0,,OTHERS
11.600425,OH,"v=0,J=53/2,p=+,F=F1->v=0,J=51/2,p=-,F=F1",278.9,18728.2,,OTHERS
11.608690032,H2,"v= 8,J= 7->v= 8,J= 5",1.033e-08,41354.9,,MEUDON
11.610324,OH,"v=0,J=55/2,p=-,F=F2->v=0,J=53/2,p=+,F=F2",279.6,18670.7,,OTHERS
11.612417605,H2,"v=12,J=10->v=11,J=10",1.318e-08,51946.6,,MEUDON
11.614729,OH,"v=0,J=53/2,p=-,F=F1->v=0,J=51/2,p=+,F=F1",277.9,18701.7,,OTHERS
11.6178147,H I,11-49,5.121,157737.4,,CLOUDY
11.6438304,H I,11-48,5.689,157734.6,,CLOUDY
11.6716526,H I,11-47,6.335,157731.7,,CLOUDY
11.696690836,H2,"v= 5,J=12->v= 4,J=14",3.581e-09,35525.7,,MEUDON
11.7014558,H I,11-46,7.071,157728.5,,CLOUDY
11.7334362,H I,11-45,7.912,157725.2,,CLOUDY
11.759,[Cl IV],3P-3P      1 - 2,0.006101,1932.1,,CLOUDY
11.7678156,H I,11-44,8.878,157721.6,,CLOUDY
11.786573874,He I,1I-1Ko     6 - 7,2328.0,284966.5,,CLOUDY
11.7914145,H I,10-21,470.2,157445.3,,CLOUDY
11.802592,OH,"v=1,J=57/2,p=-,F=F2->v=1,J=55/2,p=+,F=F2",266.1,24314.6,,OTHERS
11.8048454,H I,11-43,9.988,157717.7,,CLOUDY
11.808595,OH,"v=1,J=55/2,p=-,F=F1->v=1,J=53/2,p=+,F=F1",264.9,24337.9,,OTHERS
11.817721,OH,"v=1,J=57/2,p=+,F=F2->v=1,J=55/2,p=-,F=F2",265.1,24280.7,,OTHERS
11.822119,OH,"v=1,J=55/2,p=+,F=F1->v=1,J=53/2,p=-,F=F1",264.0,24311.6,,OTHERS
11.8448114,H I,11-42,11.27,157713.6,,CLOUDY
11.888,[Co III],a4F-a4F   9/2 - 7/2,0.0201,1210.3,,CLOUDY
11.8880397,H I,11-41,12.76,157709.2,,CLOUDY
11.909057,OH,"v=0,J=53/2,p=-,F=F2->v=0,J=51/2,p=+,F=F2",258.2,17464.1,,OTHERS
11.916194,OH,"v=0,J=51/2,p=-,F=F1->v=0,J=49/2,p=+,F=F1",256.5,17487.9,,OTHERS
11.926283,OH,"v=0,J=53/2,p=+,F=F2->v=0,J=51/2,p=-,F=F2",257.1,17431.5,,OTHERS
11.931441,OH,"v=0,J=51/2,p=+,F=F1->v=0,J=49/2,p=-,F=F1",255.5,17463.0,,OTHERS
11.9349043,H I,11-40,14.49,157704.5,,CLOUDY
11.971521264,H2,"v= 2,J=14->v= 1,J=16",1.423e-09,25569.3,,MEUDON
11.977218043,H2,"v=13,J= 1->v=12,J= 3",1.366e-11,50907.2,,MEUDON
11.9858354,H I,11-39,16.51,157699.3,,CLOUDY
12.00388,[S III],3P-3P      0 - 2,2.277e-08,1198.6,,CLOUDY
12.031074538,H2,"v= 4,J= 5->v= 4,J= 3",6.306e-09,23954.9,,MEUDON
12.0413306,H I,11-38,18.88,157693.8,,CLOUDY
12.077936946,H2,"v=10,J= 9->v=10,J= 7",6.566e-09,48212.5,,MEUDON
12.097567,OH,"v=1,J=55/2,p=+,F=F2->v=1,J=53/2,p=-,F=F2",246.6,23095.6,,OTHERS
12.1019678,H I,11-37,21.67,157687.8,,CLOUDY
12.104456,OH,"v=1,J=53/2,p=+,F=F1->v=1,J=51/2,p=-,F=F1",245.4,23119.5,,OTHERS
12.113832,OH,"v=1,J=55/2,p=-,F=F2->v=1,J=53/2,p=+,F=F2",245.6,23063.2,,OTHERS
12.11893,OH,"v=1,J=53/2,p=-,F=F1->v=1,J=51/2,p=+,F=F1",244.6,23094.6,,OTHERS
12.151840828,He I,1I-1Ko     6 - 7,2789.0,284929.8,,CLOUDY
12.156833,H I,10-20,617.3,157408.6,,CLOUDY
12.1684221,H I,11-36,24.98,157681.3,,CLOUDY
12.2414861,H I,11-35,28.92,157674.3,,CLOUDY
12.255615,OH,"v=0,J=51/2,p=+,F=F2->v=0,J=49/2,p=-,F=F2",236.2,16256.0,,OTHERS
12.258161791,H2,"v=12,J= 4->v=11,J= 6",4.017e-10,49931.7,,MEUDON
12.263886,OH,"v=0,J=49/2,p=+,F=F1->v=0,J=47/2,p=-,F=F1",234.6,16280.5,,OTHERS
12.274047,OH,"v=0,J=51/2,p=-,F=F2->v=0,J=49/2,p=+,F=F2",235.1,16225.1,,OTHERS
12.278611991,H2,"v= 0,J= 4->v= 0,J= 2",2.755e-09,1681.6,,MEUDON
12.280126,OH,"v=0,J=49/2,p=-,F=F1->v=0,J=47/2,p=+,F=F1",233.6,16257.1,,OTHERS
12.298571021,H2,"v= 7,J= 6->v= 7,J= 4",7.551e-09,37220.5,,MEUDON
12.3220967,H I,11-34,33.64,157666.6,,CLOUDY
12.3287884666,He I,3D-1Fo     3 - 3,7140.0,282102.4,Mult  2,CLOUDY
12.3287942191,He I,3D-1Fo     2 - 3,55100.0,282102.4,Mult  2,CLOUDY
12.33824937,He I,1D-1Po     2 - 1,6964.0,284022.7,,CLOUDY
12.350183658,H2,"v=13,J= 6->v=12,J= 6",4.126e-09,51679.4,,MEUDON
12.35025591,H2,"v= 4,J=13->v= 3,J=15",2.353e-09,32853.7,,MEUDON
12.361748267,He I,3Fo-1G      3 - 4,15100.0,282102.6,,CLOUDY
12.3617577348,He I,3Fo-3G      3 - 3,22100.0,282102.6,,CLOUDY
12.36490671,He I,3D-3Fo     3 - 2,130.0,284019.7,Mult  6,CLOUDY
12.36490919,He I,3D-3Fo     2 - 2,4551.0,284019.7,Mult  6,CLOUDY
12.36491304,He I,3D-3Fo     3 - 4,29260.0,284019.7,Mult  6,CLOUDY
12.36491636,He I,3D-3Fo     3 - 3,3251.0,284019.7,Mult  6,CLOUDY
12.36491884,He I,3D-3Fo     2 - 3,26000.0,284019.7,Mult  6,CLOUDY
12.36494441,He I,3D-3Fo     1 - 2,24570.0,284019.7,Mult  6,CLOUDY
12.365636774,4     He I,3G-3Ho     4 - 4,13500.0,282102.7,,CLOUDY
12.3664925577,50    He I,3Ho-3I      5 - 5,12500.0,282102.7,,CLOUDY
12.3665034202,80    He I,3Ho-1I      6 - 6,10000.0,282102.7,,CLOUDY
12.371829409,H2,"v=11,J= 6->v=10,J= 8",1.2e-09,48758.0,,MEUDON
12.371898,H I,6-7,456100.0,154582.7,,CLOUDY
12.382060738,He I,1I-1Ko     6 - 7,38490.0,284019.8,,CLOUDY
12.387168,H I,8-11,23010.0,156498.9,,CLOUDY
12.411368,H I,11-33,39.32,157658.2,,CLOUDY
12.422381,OH,"v=1,J=53/2,p=-,F=F2->v=1,J=51/2,p=+,F=F2",227.3,21906.3,,OTHERS
12.430324,OH,"v=1,J=51/2,p=-,F=F1->v=1,J=49/2,p=+,F=F1",226.1,21930.9,,OTHERS
12.439843,OH,"v=1,J=53/2,p=+,F=F2->v=1,J=51/2,p=-,F=F2",226.3,21875.5,,OTHERS
12.44579,OH,"v=1,J=51/2,p=+,F=F1->v=1,J=49/2,p=-,F=F1",225.3,21907.3,,OTHERS
12.5106345,H I,11-32,46.21,157649.0,,CLOUDY
12.55682756,He I,1D-1Po     2 - 1,2615.0,284520.4,,CLOUDY
12.58192644,He I,1Ho-1G      5 - 4,404.3,284519.0,,CLOUDY
12.587077,H I,9-14,5080.0,156998.0,,CLOUDY
12.60580578,He I,3Fo-3D      3 - 2,447.3,284887.0,Mult  6,CLOUDY
12.60580597,He I,3Fo-3D      3 - 3,39.94,284887.0,Mult  6,CLOUDY
12.60581065,He I,3Fo-3D      4 - 3,462.2,284887.0,Mult  6,CLOUDY
12.60581648,He I,3Fo-3D      2 - 1,503.2,284887.0,Mult  6,CLOUDY
12.60581921,He I,3Fo-3D      2 - 2,55.92,284887.0,Mult  6,CLOUDY
12.6058194,He I,3Fo-3D      2 - 3,1.141,284887.0,Mult  6,CLOUDY
12.610967,H I,10-19,825.3,157366.0,,CLOUDY
12.62,PAH,,,,FWHM = 0,OTHERS
12.6215075,H I,11-31,54.6,157638.9,,CLOUDY
12.637656,OH,"v=0,J=49/2,p=-,F=F2->v=0,J=47/2,p=+,F=F2",214.7,15082.0,,OTHERS
12.647299,OH,"v=0,J=47/2,p=-,F=F1->v=0,J=45/2,p=+,F=F1",213.2,15107.3,,OTHERS
12.657372,OH,"v=0,J=49/2,p=+,F=F2->v=0,J=47/2,p=-,F=F2",213.7,15052.9,,OTHERS
12.664585,OH,"v=0,J=47/2,p=+,F=F1->v=0,J=45/2,p=-,F=F1",212.3,15085.5,,OTHERS
12.69,PAH,,,,FWHM = 0,OTHERS
12.696510157,H2,"v= 8,J=10->v= 7,J=12",2.684e-09,43738.4,,MEUDON
12.7459491,H I,11-30,64.92,157627.8,,CLOUDY
12.780344,OH,"v=1,J=51/2,p=+,F=F2->v=1,J=49/2,p=-,F=F2",208.2,20748.1,,OTHERS
12.789548,OH,"v=1,J=49/2,p=+,F=F1->v=1,J=47/2,p=-,F=F1",207.1,20773.4,,OTHERS
12.799071,OH,"v=1,J=51/2,p=-,F=F2->v=1,J=49/2,p=+,F=F2",207.3,20718.9,,OTHERS
12.804239994,H2,"v= 5,J= 5->v= 5,J= 3",5.167e-09,28497.8,,MEUDON
12.806055,OH,"v=1,J=49/2,p=-,F=F1->v=1,J=47/2,p=+,F=F1",206.3,20751.3,,OTHERS
12.813548,[Ne II],2Po-2Po   3/2 - 1/2,0.008321,1122.8,,CLOUDY
12.841246313,H2,"v= 9,J= 9->v= 8,J=11",2.231e-09,45761.5,,MEUDON
12.846799249,H2,"v= 7,J=11->v= 6,J=13",2.647e-09,41557.7,,MEUDON
12.87167769,H2,"v= 9,J= 7->v= 9,J= 5",5.961e-09,44392.1,,MEUDON
12.8863709,H I,11-29,77.71,157615.5,,CLOUDY
12.927562669,H2,"v= 1,J= 4->v= 1,J= 2",2.592e-09,7584.3,,MEUDON
13.020134383,H2,"v= 1,J=15->v= 0,J=17",4.819e-10,22516.3,,MEUDON
13.0457683,H I,11-28,93.68,157601.8,,CLOUDY
13.05959,OH,"v=0,J=47/2,p=+,F=F2->v=0,J=45/2,p=-,F=F2",193.9,13943.5,,OTHERS
13.070905,OH,"v=0,J=45/2,p=+,F=F1->v=0,J=43/2,p=-,F=F1",192.5,13969.7,,OTHERS
13.080683,OH,"v=0,J=47/2,p=-,F=F2->v=0,J=45/2,p=+,F=F2",193.0,13916.2,,OTHERS
13.089299,OH,"v=0,J=45/2,p=-,F=F1->v=0,J=43/2,p=+,F=F1",191.7,13949.4,,OTHERS
13.10219,[Ar V],3P-3P      0 - 1,0.006356,1098.1,,CLOUDY
13.132553522,H2,"v=10,J= 8->v=10,J= 6",4.624e-09,47595.1,,MEUDON
13.175333,OH,"v=1,J=49/2,p=-,F=F2->v=1,J=47/2,p=+,F=F2",189.6,19622.3,,OTHERS
13.182574302,He I,1I-1Ko     6 - 7,4175.0,284837.2,,CLOUDY
13.186062,OH,"v=1,J=47/2,p=-,F=F1->v=1,J=45/2,p=+,F=F1",188.6,19648.4,,OTHERS
13.187992,H I,10-18,1127.0,157316.1,,CLOUDY
13.195408,OH,"v=1,J=49/2,p=+,F=F2->v=1,J=47/2,p=-,F=F2",188.7,19594.8,,OTHERS
13.203667,OH,"v=1,J=47/2,p=+,F=F1->v=1,J=45/2,p=-,F=F1",187.8,19627.8,,OTHERS
13.218993516,H2,"v= 3,J=14->v= 2,J=16",1.33e-09,30096.6,,MEUDON
13.2279053,H I,11-27,113.8,157586.6,,CLOUDY
13.246943287,H2,"v= 6,J=12->v= 5,J=14",2.222e-09,39244.4,,MEUDON
13.392186816,H2,"v=10,J= 8->v= 9,J=10",1.411e-09,47595.1,,MEUDON
13.400406603,H2,"v= 8,J= 6->v= 8,J= 4",5.034e-09,40695.4,,MEUDON
13.432060019,He I,1I-1Ko     6 - 7,1019.0,285090.9,,CLOUDY
13.4375731,H I,11-26,139.5,157569.7,,CLOUDY
13.526642,OH,"v=0,J=45/2,p=-,F=F2->v=0,J=43/2,p=+,F=F2",173.9,12841.8,,OTHERS
13.537232996,H2,"v=13,J= 2->v=12,J= 4",4.382e-13,50994.6,,MEUDON
13.540013,OH,"v=0,J=43/2,p=-,F=F1->v=0,J=41/2,p=+,F=F1",172.6,12869.0,,OTHERS
13.549217,OH,"v=0,J=45/2,p=+,F=F2->v=0,J=43/2,p=-,F=F2",173.0,12816.3,,OTHERS
13.559587,OH,"v=0,J=43/2,p=+,F=F1->v=0,J=41/2,p=-,F=F1",171.9,12850.2,,OTHERS
13.611923,OH,"v=1,J=47/2,p=+,F=F2->v=1,J=45/2,p=-,F=F2",171.5,18530.3,,OTHERS
13.624508,OH,"v=1,J=45/2,p=+,F=F1->v=1,J=43/2,p=-,F=F1",170.5,18557.3,,OTHERS
13.632582423,H2,"v= 2,J= 4->v= 2,J= 2",2.37e-09,13150.3,,MEUDON
13.633436,OH,"v=1,J=47/2,p=-,F=F2->v=1,J=45/2,p=+,F=F2",170.7,18504.5,,OTHERS
13.634368463,H2,"v=11,J=11->v=11,J= 9",1.78e-09,51237.8,,MEUDON
13.643273,OH,"v=1,J=45/2,p=-,F=F1->v=1,J=43/2,p=+,F=F1",169.8,18538.1,,OTHERS
13.675347523,He I,1I-1Ko     6 - 7,1166.0,285071.9,,CLOUDY
13.6809611,H I,11-25,172.6,157550.6,,CLOUDY
13.697959537,H2,"v= 6,J= 5->v= 6,J= 3",4.033e-09,32711.4,,MEUDON
13.708451228,H2,"v=11,J=12->v=11,J=10",1.278e-09,51757.2,,MEUDON
13.883869812,H2,"v=13,J= 7->v=12,J= 7",3.227e-09,51892.1,,MEUDON
13.889811057,H2,"v= 5,J=13->v= 4,J=15",1.613e-09,36818.5,,MEUDON
13.9318575,H I,12-50,4.284,157740.0,,CLOUDY
13.93612614,He I,1Fo-1D      3 - 2,742.5,284778.1,,CLOUDY
13.941084367,H2,"v=11,J=10->v=11,J= 8",1.981e-09,50707.6,,MEUDON
13.941764,H I,10-17,1578.0,157257.1,,CLOUDY
13.960467253,He I,1I-1Ko     6 - 7,1344.0,285050.4,,CLOUDY
13.9661986,H I,11-24,215.8,157529.1,,CLOUDY
13.9670569,H I,12-49,4.751,157737.4,,CLOUDY
14.0046747,H I,12-48,5.28,157734.6,,CLOUDY
14.0449423,H I,12-47,5.882,157731.7,,CLOUDY
14.045041,OH,"v=0,J=43/2,p=+,F=F2->v=0,J=41/2,p=-,F=F2",154.8,11778.2,,OTHERS
14.060968,OH,"v=0,J=41/2,p=+,F=F1->v=0,J=39/2,p=-,F=F1",153.6,11806.4,,OTHERS
14.06922,OH,"v=0,J=43/2,p=-,F=F2->v=0,J=41/2,p=+,F=F2",154.0,11754.4,,OTHERS
14.081801,OH,"v=0,J=41/2,p=-,F=F1->v=0,J=39/2,p=+,F=F1",152.9,11789.2,,OTHERS
14.0881203,H I,12-46,6.569,157728.5,,CLOUDY
